Brand,Model,Year,Transmission,Mileage,Fuel Type,Tax,MPG,Engine Size,Price
VW,Shuttle,2018,Semi-Auto,3768,Diesel,145,45.6,2,28900
VW,Amarok,2016,Automatic,46000,Diesel,265,35.3,2,15991
VW,Caddy Maxi Life,2018,Semi-Auto,3861,Diesel,145,56.5,2,17450
Ford,Grand C-MAX,2016,Manual,12884,Petrol,30,54.3,1,10499
Vauxhall,GTC,2018,Manual,2305,Petrol,145,47.1,1.4,12495
Skoda,Rapid,2015,Manual,24600,Diesel,20,67.3,1.6,7995
BMW,M2,2019,Automatic,2935,Petrol,145,29.1,3,49999
Skoda,Yeti,2015,Manual,48870,Diesel,200,48.7,2,9995
Mercedes,CLS Class,2014,Semi-Auto,31815,Diesel,145,54.3,2.1,15998
Ford,Edge,2018,Semi-Auto,26602,Diesel,145,48.7,2,20795
Vauxhall,GTC,2017,Manual,17378,Petrol,160,47.1,1.4,8250
Toyota,Verso,2016,Manual,28781,Diesel,30,62.8,1.6,11295
Skoda,Scala,2019,Automatic,506,Diesel,145,54.3,1.6,18710
Mercedes,V Class,2018,Manual,34483,Diesel,145,46.3,2.1,21996
Mercedes,CLS Class,2014,Automatic,100552,Diesel,200,46.3,3,11975
Audi,A7,2019,Automatic,984,Diesel,145,38.2,3,35850
BMW,8 Series,2019,Semi-Auto,88,Petrol,145,24.4,4.4,88980
VW,Scirocco,2016,Manual,60517,Diesel,20,55.4,2,12799
Hyundai,IX20,2013,Automatic,50150,Petrol,200,43.6,1.6,6995
BMW,i3,2014,Automatic,37161,Hybrid,0,470.8,0,14182
Hyundai,I800,2016,Automatic,51446,Diesel,325,33.6,2.5,14300
BMW,X4,2019,Automatic,5744,Diesel,145,42.8,2,34526
VW,Arteon,2019,Automatic,8092,Diesel,145,37.7,2,33450
VW,Scirocco,2017,Manual,15063,Diesel,145,55.4,2,15190
Ford,Grand C-MAX,2011,Manual,73780,Petrol,200,40.9,1.6,5485
VW,Arteon,2019,Semi-Auto,6987,Petrol,145,47.1,2,27491
VW,Scirocco,2015,Manual,28691,Petrol,125,52.3,1.4,10981
Toyota,Hilux,2016,Manual,20250,Diesel,265,40.4,2.4,15650
Mercedes,X-CLASS,2017,Automatic,44632,Diesel,265,35.8,2.3,20995
VW,Caddy Maxi Life,2019,Semi-Auto,11900,Diesel,145,58.9,2,18990
BMW,X6,2020,Semi-Auto,3955,Diesel,145,34.9,3,57990
VW,Beetle,2015,Manual,38000,Petrol,125,51.4,1.2,9299
Toyota,Prius,2015,Automatic,42929,Other,0,72.4,1.8,12000
Skoda,Yeti,2016,Semi-Auto,35843,Diesel,160,51.4,2,14499
Mercedes,X-CLASS,2018,Automatic,8043,Diesel,260,31.4,3,37493
Hyundai,IX20,2016,Manual,27815,Petrol,125,50.4,1.4,8050
Mercedes,V Class,2019,Semi-Auto,1998,Diesel,145,37.7,2,42980
Ford,Mustang,2020,Manual,10,Petrol,145,23.7,5,42999
Mercedes,CLS Class,2019,Automatic,3572,Diesel,145,48.7,2.9,39599
Mercedes,M Class,2012,Automatic,75626,Diesel,200,44.8,2.1,14999
Vauxhall,Combo Life,2018,Manual,18,Diesel,145,53.3,1.5,14377
Toyota,Avensis,2006,Manual,87743,Diesel,165,49.6,2,2250
Mercedes,CLS Class,2019,Automatic,15263,Diesel,145,45.6,2,35950
Ford,Grand C-MAX,2014,Automatic,43391,Diesel,160,48.7,2,9195
Ford,Edge,2017,Manual,53204,Diesel,160,48.7,2,16325
VW,Jetta,2016,Semi-Auto,39836,Diesel,30,62.8,2,11795
Ford,Edge,2016,Manual,77137,Diesel,160,48.7,2,14998
VW,Caddy Maxi Life,2019,Manual,6693,Diesel,145,50.4,2,19499
Mercedes,CLA Class,2015,Automatic,27000,Petrol,200,39.8,2,24990
Ford,Galaxy,2016,Semi-Auto,47937,Diesel,165,51.4,2,17489
Skoda,Roomster,2012,Manual,54000,Petrol,145,49.6,1.2,5290
Toyota,PROACE VERSO,2019,Manual,2456,Diesel,145,40.4,2,25488
Hyundai,I800,2018,Automatic,33138,Diesel,150,28,2.5,14800
Ford,Galaxy,2017,Manual,25745,Diesel,125,56.5,2,17495
Skoda,Rapid,2015,Automatic,42000,Petrol,125,52.3,1.4,6980
Mercedes,GL Class,2015,Semi-Auto,22548,Diesel,330,36.2,3,32998
Toyota,Avensis,2016,Manual,60017,Diesel,20,67.3,1.6,9192
BMW,M4,2017,Semi-Auto,17834,Petrol,145,34,3,33650
BMW,X4,2019,Automatic,123,Petrol,145,26.9,3,47480
Skoda,Kamiq,2019,Manual,543,Petrol,145,47.9,1,18990
Mercedes,V Class,2019,Semi-Auto,13347,Diesel,145,45.6,2.2,38995
Toyota,Verso,2017,Semi-Auto,20450,Petrol,205,42.8,1.8,13498
Mercedes,CLS Class,2019,Semi-Auto,15674,Diesel,145,47.9,2.9,42849
BMW,Z4,2011,Manual,64250,Petrol,305,33.2,2.5,10450
VW,Shuttle,2018,Manual,15694,Diesel,150,47.1,2,19998
Toyota,Avensis,2016,Manual,31912,Diesel,20,67.3,1.6,10191
Hyundai,Santa Fe,2017,Semi-Auto,38452,Diesel,150,42.8,2.2,19429
VW,Caddy,2017,Automatic,25797,Diesel,145,55.4,2,15995
Vauxhall,Combo Life,2019,Manual,1,Diesel,145,53.3,1.5,14634
Hyundai,IX20,2016,Manual,21941,Petrol,125,50.4,1.4,8470
VW,Shuttle,2018,Manual,35193,Diesel,145,47.1,2,22999
VW,Tiguan Allspace,2018,Manual,6000,Diesel,145,49.6,2,27000
Toyota,Avensis,2015,Manual,51500,Diesel,30,61.4,2,8495
Mercedes,V Class,2019,Automatic,2550,Diesel,145,36.7,2,47950
Toyota,Verso,2015,Manual,73305,Diesel,30,62.8,1.6,8461
Mercedes,SLK,2011,Automatic,40000,Petrol,200,43.5,1.8,10995
Hyundai,Santa Fe,2019,Semi-Auto,5117,Diesel,145,39.2,2.2,33791
Audi,A7,2019,Semi-Auto,5724,Diesel,145,48.7,2,30950
Hyundai,Santa Fe,2015,Manual,21998,Diesel,200,46.3,2.2,15990
VW,Scirocco,2016,Manual,15477,Diesel,145,47.1,2,12999
Audi,S3,2016,Semi-Auto,34500,Petrol,200,40.9,2,19300
Mercedes,X-CLASS,2018,Automatic,14000,Diesel,240,35.8,2.3,28990
Ford,Galaxy,2017,Manual,42580,Diesel,150,56.5,2,17298
Mercedes,SLK,2014,Automatic,55404,Diesel,145,56.5,2,10950
BMW,6 Series,2019,Semi-Auto,10813,Diesel,145,53.3,3,33980
Mercedes,GL Class,2016,Automatic,42000,Diesel,260,42.8,3,31750
Hyundai,IX35,2015,Manual,49291,Diesel,150,53.3,1.7,8498
BMW,i3,2015,Automatic,59000,Other,0,470.8,0.6,14940
Hyundai,IX35,2013,Manual,55472,Diesel,145,53.3,1.7,6999
BMW,M2,2019,Semi-Auto,4358,Petrol,145,29.1,3,44990
Hyundai,IX20,2016,Manual,9442,Petrol,125,50.4,1.4,8995
BMW,7 Series,2017,Semi-Auto,34017,Diesel,125,57.6,3,26998
BMW,6 Series,2014,Semi-Auto,45012,Diesel,165,49.6,3,17791
Mercedes,GLS Class,2017,Automatic,25237,Diesel,305,37.2,3,38459
Audi,A7,2014,Semi-Auto,29319,Diesel,145,54.3,3,19800
Audi,A8,2016,Semi-Auto,39000,Diesel,300,38.7,4.2,23995
BMW,X6,2020,Semi-Auto,5656,Diesel,150,33.2,3,67990
Mercedes,GL Class,2015,Automatic,13581,Diesel,330,36.2,3,34129
Ford,KA,2016,Manual,16690,Petrol,30,57.7,1.2,5497
Ford,Puma,2020,Manual,1381,Petrol,145,50.4,1,20991
Ford,Tourneo Custom,2018,Manual,8095,Diesel,145,44.8,2,20995
Ford,Grand C-MAX,2017,Manual,36333,Diesel,145,64.2,1.5,10190
Ford,Grand C-MAX,2014,Manual,45460,Diesel,125,60.1,1.6,6998
VW,Shuttle,2019,Semi-Auto,21399,Diesel,145,32.8,2,23999
Mercedes,V Class,2018,Semi-Auto,5988,Diesel,145,44.8,2.2,39900
BMW,M6,2015,Semi-Auto,34017,Petrol,555,28.5,4.4,34147
Ford,Tourneo Custom,2019,Manual,9897,Diesel,145,30.1,2,25995
Skoda,Yeti,2017,Semi-Auto,22848,Petrol,145,51.4,1.2,13000
Mercedes,M Class,2015,Automatic,21000,Diesel,305,39.2,3,23750
Toyota,Verso,2016,Manual,30000,Petrol,200,41.5,1.6,10982
BMW,8 Series,2019,Automatic,11111,Petrol,150,26.9,4.4,65000
BMW,7 Series,2012,Automatic,66294,Diesel,160,50.4,3,12500
Hyundai,I800,2019,Manual,15492,Diesel,145,31.7,2.5,18990
VW,Arteon,2019,Automatic,11,Petrol,145,38.7,2,28990
Ford,Grand C-MAX,2017,Manual,40911,Diesel,150,64.2,1.5,9690
BMW,6 Series,2016,Automatic,17264,Petrol,325,32.1,4.4,26976
Mercedes,CLA Class,2014,Manual,82580,Diesel,30,64.2,1.8,12795
BMW,8 Series,2019,Semi-Auto,9731,Diesel,145,39.8,3,56950
Hyundai,I800,2017,Automatic,23870,Diesel,325,33.6,2.5,14000
Mercedes,M Class,2013,Semi-Auto,58457,Diesel,200,44.8,2.1,17481
BMW,6 Series,2016,Semi-Auto,39950,Diesel,205,49.6,3,22500
Hyundai,IX35,2013,Automatic,49180,Diesel,305,39.2,2,8471
VW,Shuttle,2019,Semi-Auto,11514,Diesel,145,32.8,2,32500
Hyundai,IX20,2018,Manual,4909,Petrol,150,50.4,1.4,10250
BMW,M4,2019,Semi-Auto,1501,Petrol,145,34,3,49995
VW,Arteon,2017,Semi-Auto,33915,Petrol,145,47.1,2,18980
Audi,A8,2018,Semi-Auto,6173,Diesel,145,40.4,3,39881
Mercedes,V Class,2018,Manual,11726,Diesel,145,46.3,2.1,19998
BMW,7 Series,2017,Semi-Auto,28998,Petrol,300,35.3,4.4,33990
Toyota,Prius,2008,Automatic,133107,Hybrid,10,65.7,1.5,3995
Skoda,Rapid,2014,Manual,29000,Diesel,30,64.2,1.6,5890
Toyota,Hilux,2020,Manual,50,Diesel,260,2.8,2.4,18495
Toyota,Avensis,2013,Manual,57480,Diesel,30,62.8,2,7498
Vauxhall,Combo Life,2019,Manual,4912,Diesel,145,53.3,1.5,17994
Skoda,Rapid,2017,Manual,15261,Petrol,145,62.8,1,8752
Skoda,Yeti,2016,Manual,52325,Petrol,125,51.4,1.2,10490
Skoda,Kamiq,2019,Automatic,2356,Petrol,145,44.1,1.5,19990
Mercedes,SLK,2005,Automatic,63000,Petrol,325,32.1,1.8,5200
Ford,Grand C-MAX,2017,Manual,19318,Diesel,30,64.2,1.5,10798
BMW,M6,2018,Semi-Auto,8207,Petrol,145,28.5,4.4,46995
VW,Scirocco,2017,Manual,45245,Diesel,20,67.3,2,14400
VW,Scirocco,2015,Automatic,36213,Diesel,125,53.3,2,14255
BMW,X6,2016,Automatic,43600,Diesel,200,44.8,3,29995
Ford,Galaxy,2017,Semi-Auto,26088,Diesel,145,52.3,2,20600
Audi,A7,2018,Automatic,4000,Diesel,145,38.2,3,39500
Hyundai,IX35,2013,Manual,73593,Diesel,145,53.3,1.7,7500
Ford,Grand Tourneo Connect,2019,Manual,390,Diesel,145,61.4,1.5,18500
Toyota,Avensis,2016,Manual,47996,Diesel,20,67.3,1.6,9590
BMW,6 Series,2014,Automatic,27782,Diesel,160,50.4,3,18999
Toyota,Prius,2020,Automatic,2250,Hybrid,135,64.2,1.8,26000
Hyundai,Santa Fe,2019,Semi-Auto,6402,Diesel,145,42.8,2.2,30491
Mercedes,SLK,2012,Automatic,47800,Diesel,145,56.5,2.1,10499
BMW,M4,2018,Automatic,9210,Petrol,145,34,3,34990
VW,Arteon,2019,Automatic,8401,Diesel,145,60.1,2,27490
Audi,R8,2018,Semi-Auto,3800,Petrol,145,23,5.2,93950
Skoda,Kamiq,2020,Manual,1000,Petrol,145,47.9,1,17495
VW,CC,2014,Manual,81267,Diesel,30,60.1,2,7991
Mercedes,V Class,2018,Automatic,13000,Diesel,145,45.6,2.1,34000
Mercedes,GLS Class,2019,Semi-Auto,18717,Diesel,145,34,3,54990
Hyundai,IX20,2016,Manual,55979,Petrol,125,50.4,1.4,7795
Ford,Grand C-MAX,2016,Manual,47387,Diesel,30,64.2,1.5,9495
Toyota,Land Cruiser,2020,Automatic,27,Diesel,145,30.1,2.8,45950
Hyundai,Santa Fe,2015,Manual,54963,Diesel,200,46.3,2.2,13998
Skoda,Scala,2019,Semi-Auto,3527,Petrol,150,47.1,1,15850
Skoda,Roomster,2015,Manual,80059,Petrol,145,49.6,1.2,4738
Hyundai,IX20,2017,Manual,8564,Diesel,145,64.2,1.6,8199
Hyundai,IX20,2017,Automatic,10843,Petrol,150,43.5,1.6,10999
BMW,6 Series,2019,Semi-Auto,1125,Petrol,145,34.5,3,39999
Skoda,Scala,2020,Manual,1050,Petrol,145,49.6,1,17000
BMW,M4,2019,Semi-Auto,4786,Petrol,145,34,3,40980
VW,Tiguan Allspace,2018,Semi-Auto,12971,Petrol,145,43.5,1.4,27999
Mercedes,CLS Class,2015,Automatic,48126,Diesel,160,49.6,3,19995
Vauxhall,Zafira Tourer,2016,Manual,20770,Petrol,200,43,1.4,10043
Audi,RS4,2013,Automatic,68000,Petrol,555,26.4,4.2,23888
Hyundai,Santa Fe,2015,Semi-Auto,34203,Diesel,260,42.2,2.2,17000
Mercedes,S Class,2019,Semi-Auto,14259,Diesel,145,52.3,3,45990
Mercedes,CLS Class,2019,Semi-Auto,2619,Petrol,145,31.4,2,46995
VW,Amarok,2014,Manual,77282,Diesel,260,35.3,2,13750
VW,Scirocco,2016,Manual,25624,Diesel,20,55.4,2,14966
VW,Caravelle,2016,Manual,30414,Diesel,235,42.8,2,29994
Hyundai,IX20,2016,Manual,16407,Petrol,125,50.4,1.4,8298
Hyundai,Santa Fe,2014,Semi-Auto,69059,Diesel,260,41.5,2.2,11991
Skoda,Rapid,2014,Manual,69000,Petrol,125,52.3,1.2,5595
Ford,Puma,2019,Manual,1500,Petrol,145,50.4,1,23500
Toyota,Prius,2016,Automatic,31432,Hybrid,0,94.1,1.8,16995
VW,Scirocco,2014,Manual,46772,Diesel,20,55.4,2,10130
BMW,8 Series,2019,Semi-Auto,8966,Petrol,145,33.6,3,54991
Ford,Galaxy,2016,Manual,21013,Petrol,160,43.5,1.5,17315
Toyota,Verso,2017,Semi-Auto,15062,Petrol,200,42.8,1.8,15490
Mercedes,S Class,2017,Automatic,27000,Hybrid,20,61.4,2.1,34948
BMW,X4,2016,Automatic,38900,Diesel,145,54.3,2,21995
VW,Scirocco,2017,Semi-Auto,9268,Petrol,150,34.9,2,20891
VW,Caravelle,2019,Semi-Auto,6924,Diesel,145,33.6,2,41495
Vauxhall,Vivaro,2015,Manual,64000,Diesel,235,42.8,1.6,14499
Mercedes,V Class,2018,Manual,23075,Diesel,145,46.3,2.1,18450
Vauxhall,Combo Life,2018,Manual,6000,Diesel,145,53.3,1.5,14495
Mercedes,V Class,2019,Semi-Auto,200,Diesel,145,36.7,2,44995
Ford,Puma,2019,Manual,127,Petrol,145,50.4,1,21700
BMW,M5,2019,Semi-Auto,3256,Petrol,145,26.9,4.4,62980
Vauxhall,GTC,2015,Manual,29188,Petrol,160,47.1,1.4,8927
Audi,A7,2019,Semi-Auto,7799,Diesel,145,38.2,3,35650
Ford,Grand C-MAX,2016,Manual,36489,Diesel,30,64.2,1.5,9820
BMW,X6,2020,Semi-Auto,3291,Diesel,145,33.2,3,55995
Vauxhall,GTC,2015,Manual,32795,Petrol,160,47.1,1.4,7660
Vauxhall,Zafira Tourer,2016,Manual,43320,Petrol,200,42.2,1.4,9350
Mercedes,GLS Class,2017,Automatic,7208,Diesel,305,37.2,3,38250
Ford,Edge,2017,Manual,19175,Diesel,150,48.7,2,20495
VW,Amarok,2019,Automatic,10,Diesel,260,28.3,3,28995
VW,Caravelle,2015,Manual,35977,Diesel,200,45.6,2,26500
Vauxhall,Combo Life,2019,Manual,1686,Petrol,145,42.2,1.2,14457
VW,Beetle,2017,Manual,27321,Petrol,145,53.3,1.2,11995
Ford,Puma,2020,Manual,3000,Petrol,145,50.4,1,22975
VW,Beetle,2017,Semi-Auto,9984,Petrol,150,55.4,1.2,14491
Mercedes,CLS Class,2016,Automatic,26236,Diesel,165,51.4,3,22421
VW,CC,2013,Manual,62541,Diesel,30,60.1,2,7820
Hyundai,IX20,2011,Automatic,38000,Petrol,200,43.6,1.6,6995
Hyundai,I40,2014,Manual,59200,Diesel,30,65.7,1.7,6490
Toyota,Verso,2017,Manual,27518,Diesel,30,62.8,1.6,12500
Toyota,Avensis,2017,Manual,59097,Diesel,20,67.3,1.6,9692
Toyota,Prius,2015,Automatic,48911,Hybrid,0,68.9,1.8,18795
Ford,Grand C-MAX,2018,Manual,36244,Petrol,145,54.3,1,11998
Hyundai,IX35,2015,Manual,47456,Diesel,160,51.4,2,9995
BMW,M4,2016,Automatic,33113,Petrol,300,34,3,32983
Toyota,Land Cruiser,2006,Automatic,113000,Diesel,555,31.4,3,7240
Toyota,Verso,2015,Manual,17684,Diesel,30,62.8,1.6,10999
Skoda,Kamiq,2019,Manual,4069,Petrol,150,47.1,1,21990
Mercedes,V Class,2018,Manual,39292,Diesel,145,46.3,2.1,19000
Hyundai,I800,2019,Manual,2573,Diesel,145,31.7,2.5,20998
BMW,6 Series,2016,Semi-Auto,21050,Diesel,160,51.4,3,25243
Mercedes,GLB Class,2020,Semi-Auto,2000,Diesel,145,46.3,2,35400
VW,Amarok,2019,Automatic,9895,Diesel,260,36.2,3,30999
Hyundai,Santa Fe,2016,Manual,25976,Diesel,200,47.1,2.2,19360
VW,Scirocco,2016,Semi-Auto,69018,Diesel,125,53.3,2,12490
VW,Amarok,2019,Automatic,200,Diesel,260,28.3,3,36990
Ford,Grand C-MAX,2017,Manual,47178,Diesel,30,64.2,1.5,11899
Ford,Grand C-MAX,2018,Semi-Auto,1587,Diesel,150,51.4,1.5,15970
Ford,KA,2016,Manual,55000,Petrol,30,57.7,1.2,5000
VW,Amarok,2020,Automatic,3602,Diesel,260,33.6,3,33495
Vauxhall,Zafira Tourer,2017,Manual,32447,Petrol,205,41.5,1.4,9999
Skoda,Kamiq,2019,Semi-Auto,2197,Petrol,145,44.1,1.5,19250
Toyota,Prius,2019,Automatic,7677,Hybrid,135,62.8,1.8,24060
Vauxhall,Agila,2011,Manual,28299,Petrol,30,55.4,1.2,3699
BMW,M5,2014,Automatic,55241,Petrol,555,28.5,4.4,23490
Mercedes,GLS Class,2017,Semi-Auto,32875,Diesel,305,37.2,3,41990
Toyota,Hilux,2017,Automatic,8793,Diesel,260,36.2,2.4,20630
BMW,M2,2018,Automatic,17000,Petrol,145,39.8,3,23495
Hyundai,IX35,2013,Manual,51400,Diesel,145,53.3,1.7,7996
Ford,Grand Tourneo Connect,2018,Automatic,9486,Diesel,145,56.6,1.5,15990
Skoda,Scala,2019,Manual,10161,Petrol,145,49.6,1,15995
Skoda,Kamiq,2019,Semi-Auto,1001,Petrol,145,43.5,1.5,22950
Ford,Grand C-MAX,2016,Automatic,24904,Diesel,125,56.5,2,11699
Mercedes,CLS Class,2016,Semi-Auto,13720,Diesel,165,51.4,3,22998
Vauxhall,Combo Life,2020,Manual,10,Diesel,145,50.4,1.5,21295
Mercedes,V Class,2019,Semi-Auto,5927,Diesel,145,44.8,2.2,39897
Ford,Puma,2019,Manual,883,Petrol,145,51.4,1,22999
Skoda,Scala,2019,Manual,6500,Petrol,145,49.6,1,14995
Ford,Grand C-MAX,2015,Semi-Auto,51250,Diesel,160,48.7,2,9795
Hyundai,Santa Fe,2017,Manual,22531,Diesel,200,47.1,2.2,18295
Hyundai,IX35,2015,Manual,41309,Diesel,150,53.3,1.7,9000
Skoda,Kamiq,2020,Manual,1000,Petrol,145,49.6,1,17495
Vauxhall,GTC,2015,Manual,55891,Diesel,125,60.1,2,7980
Audi,A7,2019,Automatic,11500,Diesel,145,38.2,3,51990
Ford,Mustang,2019,Automatic,12,Petrol,145,30.7,2.3,35989
Hyundai,Santa Fe,2020,Semi-Auto,9,Diesel,145,39.2,2.2,37995
Mercedes,X-CLASS,2019,Automatic,10996,Diesel,260,35.8,2.3,22995
Toyota,GT86,2017,Manual,36284,Petrol,145,36.2,2,17498
BMW,7 Series,2019,Semi-Auto,10504,Petrol,145,34.5,3,46999
Mercedes,S Class,2018,Semi-Auto,2984,Diesel,145,48.7,3,58099
VW,Beetle,2014,Manual,31872,Diesel,30,65.7,1.6,7695
Skoda,Kamiq,2019,Manual,1236,Petrol,145,47.9,1,18999
Ford,Galaxy,2017,Manual,34036,Diesel,125,56.5,2,17999
Ford,Galaxy,2016,Automatic,23647,Diesel,145,52.3,2,17500
Audi,RS6,2017,Semi-Auto,20814,Petrol,325,29.4,4,56990
Audi,SQ5,2019,Automatic,1500,Diesel,145,34.5,0,48800
Ford,Edge,2016,Automatic,23743,Diesel,200,47.9,2,20645
Hyundai,I800,2017,Manual,34492,Diesel,145,37.7,2.5,14000
Toyota,Land Cruiser,2016,Semi-Auto,22583,Diesel,300,38.2,2.8,33000
BMW,Z4,2020,Semi-Auto,101,Petrol,145,38.7,2,30990
Hyundai,I800,2018,Manual,33173,Diesel,145,37.7,2.5,15499
Toyota,Prius,2015,Automatic,51896,Hybrid,0,134.5,1.8,15995
Ford,KA,2019,Manual,10000,Petrol,145,47.9,0,9999
VW,Arteon,2018,Semi-Auto,30823,Petrol,145,47.1,2,19498
BMW,6 Series,2016,Semi-Auto,25596,Diesel,200,49.6,3,22910
Mercedes,GLS Class,2018,Automatic,7256,Diesel,145,37.2,3,41994
VW,Caddy Maxi Life,2020,Semi-Auto,2000,Diesel,145,46.3,2,23990
Vauxhall,Combo Life,2018,Manual,34138,Diesel,145,53.3,1.5,12816
BMW,X4,2019,Semi-Auto,7141,Diesel,145,42.8,2,33995
BMW,X6,2013,Automatic,77014,Diesel,300,38.2,3,15800
VW,Arteon,2019,Manual,3994,Diesel,145,52.3,2,26000
VW,Beetle,2007,Manual,103500,Petrol,260,36.7,1.6,2395
BMW,Z4,2016,Manual,20266,Petrol,200,41.5,2,14799
BMW,X4,2017,Automatic,13200,Diesel,145,47.9,3,26400
Mercedes,GLS Class,2017,Automatic,7201,Diesel,150,37.2,3,38250
Hyundai,IX35,2014,Manual,61243,Diesel,145,53.3,1.7,7991
Mercedes,CLS Class,2016,Semi-Auto,22525,Diesel,125,57.7,2.1,20499
Hyundai,IX35,2015,Manual,85614,Diesel,150,54.3,1.7,7485
Ford,Grand C-MAX,2016,Manual,50592,Diesel,30,64.2,1.5,9200
Mercedes,CLS Class,2016,Automatic,42651,Diesel,145,56.5,2.1,19383
VW,Arteon,2019,Semi-Auto,5800,Diesel,150,50.4,2,29371
Ford,KA,2009,Manual,24000,Petrol,30,55.4,1.2,3695
Audi,A7,2019,Automatic,6112,Diesel,145,38.7,3,41495
Ford,Edge,2016,Automatic,22188,Diesel,200,47.9,2,19900
Hyundai,IX20,2016,Automatic,39016,Petrol,160,43.5,1.6,8990
BMW,i8,2017,Automatic,9992,Hybrid,135,134.5,1.5,59950
BMW,6 Series,2012,Automatic,27352,Diesel,160,51.4,3,17199
BMW,X7,2020,Semi-Auto,1501,Diesel,145,33.6,3,64995
Vauxhall,Vivaro,2015,Manual,72717,Diesel,160,49.6,1.6,10207
Skoda,Rapid,2018,Manual,17200,Petrol,145,62.8,1,8950
Mercedes,CLS Class,2016,Semi-Auto,28925,Diesel,125,57.7,2.1,19998
Mercedes,M Class,2015,Semi-Auto,43910,Petrol,570,23.9,5.5,32250
Mercedes,SLK,2004,Automatic,118400,Petrol,325,30.7,2,3490
VW,California,2019,Automatic,7259,Diesel,260,33.2,2,57991
Audi,RS3,2017,Semi-Auto,17889,Petrol,145,34,2.5,36990
Skoda,Scala,2019,Manual,5027,Petrol,145,49.6,1,15495
VW,Scirocco,2017,Manual,26628,Diesel,145,53.3,2,15995
VW,Tiguan Allspace,2019,Automatic,12425,Diesel,145,39.2,2,27000
Mercedes,V Class,2019,Automatic,20500,Diesel,145,48.7,2.1,20950
VW,Amarok,2019,Automatic,21746,Diesel,265,33.6,3,26991
Mercedes,GL Class,2016,Automatic,13144,Diesel,125,55.4,2.1,16499
Hyundai,Santa Fe,2019,Automatic,1578,Diesel,145,39.2,2.2,34000
BMW,M3,2004,Automatic,55000,Petrol,315,23.3,3.2,14950
Mercedes,GLS Class,2017,Automatic,21200,Diesel,145,37.2,3,42489
Mercedes,CLA Class,2015,Automatic,90740,Diesel,20,67.3,2.1,13795
Mercedes,SLK,2015,Semi-Auto,21624,Diesel,145,56.5,2,14298
Ford,Grand C-MAX,2016,Manual,18887,Petrol,30,54.3,1,10799
VW,California,2019,Semi-Auto,8991,Diesel,260,33.2,2,56995
Skoda,Scala,2019,Manual,637,Petrol,145,49.6,1,14750
Ford,KA,2014,Manual,22888,Petrol,30,57.7,1.2,5000
Toyota,Hilux,2016,Manual,52689,Diesel,260,38.7,2.5,29990
Mercedes,GLS Class,2020,Semi-Auto,452,Diesel,145,30.4,3,71991
Hyundai,IX20,2017,Automatic,7809,Petrol,160,43.5,1.6,9399
VW,Scirocco,2017,Manual,16452,Diesel,20,55.4,2,16995
Mercedes,G Class,2015,Semi-Auto,34400,Diesel,570,25.2,3,52995
BMW,Z4,2019,Automatic,3644,Petrol,145,38.7,2,31488
Mercedes,CLA Class,2017,Automatic,57763,Diesel,20,67.3,2.1,16000
Toyota,Verso,2017,Semi-Auto,24389,Petrol,200,42.8,1.8,12690
Skoda,Kamiq,2019,Semi-Auto,1248,Petrol,145,44.1,1.5,20292
Toyota,Verso,2016,Semi-Auto,12068,Petrol,160,43.5,1.8,13990
Audi,SQ7,2017,Automatic,28000,Diesel,145,39.2,4,46950
VW,Tiguan Allspace,2019,Semi-Auto,8001,Diesel,145,38.7,2,25240
Skoda,Scala,2020,Semi-Auto,3263,Petrol,145,47.1,1,15895
Mercedes,V Class,2019,Automatic,2020,Diesel,145,36.2,2,45394
VW,Arteon,2019,Semi-Auto,7885,Diesel,145,50.4,2,25750
Toyota,GT86,2019,Automatic,3348,Petrol,145,32.8,2,27060
Skoda,Rapid,2017,Manual,40123,Diesel,145,74.3,1.6,9495
Toyota,Verso,2017,Manual,33890,Diesel,30,62.8,1.6,11498
Ford,Grand C-MAX,2017,Manual,27070,Diesel,150,64.2,1.5,11498
BMW,6 Series,2016,Automatic,41963,Diesel,160,51.4,3,19999
Toyota,Prius,2016,Automatic,21720,Hybrid,0,85.6,1.8,19523
Mercedes,CLS Class,2016,Automatic,53000,Diesel,145,56.5,2.1,18995
Mercedes,GLS Class,2016,Automatic,30448,Diesel,300,37.2,3,41750
Vauxhall,GTC,2015,Manual,65688,Diesel,125,60.1,2,6420
Mercedes,GLS Class,2019,Automatic,10721,Diesel,145,37.2,3,48502
Mercedes,CLS Class,2013,Automatic,72216,Diesel,200,46.3,3,12975
Skoda,Scala,2019,Manual,5703,Diesel,145,57.7,1.6,14995
Mercedes,GL Class,2015,Automatic,40319,Diesel,125,56.6,2.1,15999
Skoda,Scala,2019,Automatic,1907,Petrol,145,47.1,1,17990
Mercedes,S Class,2017,Automatic,18066,Diesel,145,52.3,2.9,38800
Toyota,Verso,2017,Semi-Auto,29476,Petrol,205,42.8,1.8,12998
Mercedes,CLS Class,2017,Semi-Auto,30427,Diesel,145,57.7,2.1,21480
Ford,KA,2014,Manual,45201,Petrol,30,57.7,1.2,4290
BMW,6 Series,2020,Semi-Auto,1237,Diesel,145,44.1,2,44950
VW,Shuttle,2017,Semi-Auto,4828,Diesel,145,47.1,2,32995
Vauxhall,Combo Life,2019,Manual,8865,Diesel,150,53.3,1.5,13798
Mercedes,S Class,2015,Semi-Auto,16382,Diesel,200,47.9,3,28998
